,price
0,-1.2352174050014593
1,0.4684011876135269
2,-1.4610371425230282
3,0.8241076954040649
4,0.31749539642966224
5,-1.0433514704962599
6,-0.8582224016689117
7,-1.1942572616801246
8,-0.6903397089768624
9,1.1393930091274964
10,0.09113670965386529
11,-0.27534878322123457
12,0.42528524727527983
13,1.0720243523489854
14,0.18275808287264025
15,-1.4125317096425003
16,-1.1915625154089842
17,-0.35619117135544776
18,-0.8951404255835358
19,-1.0692210346992082
20,-0.6580027537231771
21,-1.1753940377821415
22,2.618808711983598
23,1.1636457255677604
24,-0.07054806661456112
25,1.4438993377663663
26,0.6974546206604643
27,-0.9220878882949402
28,1.2741303226845184
29,0.45223270998668424
30,-0.6930344552480028
31,1.319941009293906
32,1.0181294269261767
33,-1.1376675899861755
34,0.8294971879463459
35,0.9372870387919634
36,2.2145428763871093
37,1.2606565913288164
38,-0.7657926045687946
39,0.1989265604994829
40,-1.2967115149088841
41,-0.005874156107190553
42,-1.2023415004935458
43,-0.571770873046683
44,0.8025497252349415
45,0.7217073371007282
46,2.527187338764823
47,2.338555099784992
48,-0.8547192315164291
49,-0.8089085449070417
50,2.6942616075755303
51,-0.11366400695280815
52,-0.8735824554144123
53,0.2905479337182578
54,0.5276856055786165
55,-0.14061146966421256
56,-0.719308231391622
57,-0.884361440498974
58,-1.331689321508287
59,-0.6795607238923006
60,0.646254441508796
61,-0.49092848491246976
62,-0.38313863406685217
63,0.15581062016123584
64,-0.22145385779842575
65,-0.32924370864404334
66,-0.49092848491246976
67,-0.5178759476238741
68,-0.5124864550815933
69,-0.7334556493151093
70,2.634977189610441
71,-0.7873505747379181
72,0.05341026185789913
73,-1.2724049035431975
74,-0.6256657984694918
75,-1.1188043660881923
76,-1.6065534411646119
77,-0.11366400695280815
78,1.3414989794630294
79,2.4463449506306096
80,-1.3586367842196914
81,2.1543961396152547
82,0.5600225608323018
83,-0.4100860967782566
84,0.048020769315618245
85,-1.4152264559136407
86,0.10191569473842704
87,0.7904233670148094
88,0.640864948966515
89,-0.9625090823620468
90,-0.6528827358080102
91,0.3633060830390497
92,-1.3240092946355368
93,-1.5052309813697313
94,0.45223270998668424
95,1.1259192777717943
96,-0.32115946983062205
97,-0.30229624593263893
98,-0.03282161881859495
99,-0.03282161881859495
100,-1.0298777391405578
101,2.0017118158924374
102,-0.11366400695280815
103,-1.28857338117004
104,1.1286140240429348
105,0.011620136685053184
106,1.2067616659060074
107,-1.2454574408317929
108,0.004904828977371207
109,-0.36966490271114993
110,0.371120847225357
111,1.1528667404831987
112,0.41288941442803384
113,-1.3262998289660062
114,-0.16755893237561695
115,0.26360047100685347
116,2.365502562496397
117,0.3228848889719431
118,0.43698044609202935
119,0.5869700235437062
120,-0.9061888852952116
121,-0.5448234103352786
122,-1.2724049035431975
123,-0.706508186603705
124,-1.0999411421902092
125,-0.706508186603705
126,-1.0568252018519622
127,-0.07054806661456112
128,-0.054379588987718476
129,-0.43703355948966094
130,-0.976252288344863
131,1.9187136307413117
132,1.0881928299758281
133,-0.42894932067623964
134,-0.9652038286331872
135,-0.7442346343996711
136,1.1959826808214458
137,-0.14061146966421256
138,-0.2756182578483486
139,-0.35619117135544776
140,-0.6526132611808961
141,-1.0298777391405578
142,0.10191569473842704
143,0.7432653072698517
144,-1.5499637694706627
145,2.069080472670948
146,-0.9813723062600298
147,0.5869700235437062
148,0.8833921133691547
149,0.722720561698677
150,-0.7873505747379181
151,-1.5313700201997937
152,1.8750587411488366
153,-0.27534878322123457
154,-1.1915625154089842
155,-1.0466767873948473
156,-0.1513904547487743
157,0.07496823202702264
158,-1.2993523662546018
159,-0.8304665150761652
160,0.10191569473842704
161,-1.2104257393069673
162,-0.9530774704130552
163,2.0960279353823528
164,1.222391194278622
165,-0.14061146966421256
166,-0.706508186603705
167,0.940003343033273
168,0.7621285311678349
169,0.13964214253439322
170,-0.028305224068163576
171,0.08574721711158441
172,1.2660460838710972
173,-0.9223573629220542
174,-0.6633922462654579
175,-0.32924370864404334
176,0.1555411455341218
177,-1.0031997510562674
178,0.35252709795448794
179,0.12886315744983146
180,-0.22145385779842575
181,-1.2185099781203885
182,-1.2993523662546018
183,0.02107330660421385
184,-1.2185099781203885
185,0.15581062016123584
186,-0.4747600072856271
187,-1.4556476499807474
188,-1.0837726645633665
189,0.16120011270351672
190,-1.0298777391405578
191,0.02107330660421385
192,-0.547518156606419
193,-1.1107201272747709
194,0.7621285311678349
195,-0.35619117135544776
196,-0.7334556493151093
197,1.3037725316670632
198,1.7726583828454998
199,-1.153836067613018
200,-0.14061146966421256
201,-0.8681929628721313
202,-0.8951404255835358
203,-0.19450639508702136
204,-0.9625090823620468
205,-0.08132705169912287
206,-1.2993523662546018
207,-1.159225560155299
208,-0.6472237686386153
209,-0.46398102220106535
210,-0.24840132050983016
211,-0.7878895239921463
212,-1.514932067945837
213,1.7726583828454998
214,-0.43703355948966094
215,0.08574721711158441
216,-0.24840132050983016
217,1.2067616659060074
218,0.9642345015033679
219,-0.49092848491246976
220,0.6947598743893239
221,0.5330750981208975
222,-1.0029302764291534
223,-0.024737380005173632
224,-0.25379081305211104
225,-0.9894565450734512
226,-0.6256657984694918
227,0.6732019042202003
228,-1.3067198025598996
229,-0.7334556493151093
230,1.4762362930200514
231,0.5330750981208975
232,0.860486770064461
233,0.5368477429004941
234,1.1528667404831987
235,2.0636909801286674
236,-0.7873505747379181
237,0.19353706795720202
238,0.5222961130363357
239,-0.9827196793956
240,1.9876991352825069
241,-1.1915625154089842
242,-1.1376675899861755
243,-1.1807835303244223
244,-1.1349728437150348
245,1.5570786811542647
246,-1.4266791275659876
247,1.8265533082683088
248,2.311607637073588
249,1.0181294269261767
250,2.634977189610441
251,-1.0298777391405578
252,0.5864310742894782
253,1.83463754708173
254,-1.0029302764291534
255,1.2552670987865353
256,-0.14061146966421256
257,0.5452014563410295
258,-1.5418795306572413
259,-1.1382065392404035
260,-1.3176766408983567
261,-0.345412186270886
262,2.176870323516566
263,-0.07324281288570156
264,-0.4100860967782566
265,-0.8142980374493226
266,-0.16755893237561695
267,1.2331701793631837
268,-0.38313863406685217
269,-0.6553080074520365
270,0.8292277133192318
271,1.853500770979713
272,-0.6094973208426491
273,-0.9220878882949402
274,-0.7334556493151093
275,0.42528524727527983
276,-0.38313863406685217
277,-0.8304665150761652
278,1.5031837557314558
279,-0.005874156107190553
280,-0.9490353510063445
281,0.775602262523537
282,-0.08671654424140375
283,-0.3346332011863242
284,0.5869700235437062
285,1.8750587411488366
286,-0.46128627592992494
287,-1.0711073570890064
288,-0.25406028767922506
289,-0.35619117135544776
290,-0.571770873046683
291,0.20970554558404464
292,2.564913786560789
293,-0.6526132611808961
294,0.42528524727527983
295,-0.38987549974470326
296,-0.976521762971977
297,0.5708015459168636
298,-0.5340444252507168
299,-0.6930344552480028
300,1.0720243523489854
301,-0.005874156107190553
302,-0.9301721271083615
303,-0.4642504968281794
304,-0.9867617988023107
305,0.6812861430336217
306,-0.6041078283003682
307,-0.1513904547487743
308,-0.5178759476238741
309,0.1665896052457976
310,0.9372870387919634
311,0.4684011876135269
312,-0.38313863406685217
313,-0.4100860967782566
314,-1.1107201272747709
315,-0.2915172608480772
316,-0.46398102220106535
317,-0.6606974999943175
318,-1.153836067613018
319,0.3983377845638755
320,1.6055841140347926
321,1.4627625616643491
322,2.1121964130091953
323,-0.07054806661456112
324,0.6839808893047621
325,-1.20261097512066
326,-1.374805261846534
327,1.0235189194684575
328,-1.3262998289660062
329,-0.27534878322123457
330,0.2905479337182578
331,0.12886315744983146
332,0.37139032185247106
333,-0.6337500372829131
334,-1.1807835303244223
335,1.9397326516562072
336,0.5384645906631783
337,0.24473724710887038
338,0.6839808893047621
339,-1.0568252018519622
340,-0.5556023954198404
341,-1.1915625154089842
342,-0.4936232311836102
343,-0.6526132611808961
344,-1.9999863967511162
345,0.07496823202702264
346,-0.6795607238923006
347,-0.5852446044023851
348,2.2032788369737424
349,0.37139032185247106
350,0.048020769315618245
351,-0.06556817550549358
352,-0.7334556493151093
353,0.7486547998121327
354,-0.39122287288027346
355,-0.6606974999943175
356,2.1496533861780476
357,0.3983377845638755
358,-0.841245500160727
359,-1.3104008259662776
360,1.3409600302088014
361,0.004904828977371207
362,-0.43703355948966094
363,-1.1807835303244223
364,1.179544728567489
365,-0.28882251457693675
366,0.20970554558404464
367,1.4762362930200514
368,0.9372870387919634
369,-0.07324281288570156
370,1.0720243523489854
371,0.12886315744983146
372,-0.5879393506735255
373,-0.9220878882949402
374,-1.1376675899861755
375,0.41989575473299895
376,-0.04899009644543759
377,0.8833921133691547
378,0.7217073371007282
379,0.15581062016123584
380,-0.8681929628721313
381,0.8833921133691547
382,-0.8142980374493226
383,1.6109736065770734
384,-0.8789719479566931
385,-1.4071422171002193
386,0.34444285914106665
387,-1.1646150526975798
388,-0.9490353510063445
389,1.4897100243757537
390,1.0720243523489854
391,-0.46398102220106535
392,-0.9732880674466086
393,-1.3532472916774105
394,-1.5688269933686458
395,-1.331689321508287
396,-0.5017074699970315
397,0.004904828977371207
398,0.775602262523537
399,-1.0891621571056473
400,-0.5615308372163493
401,-0.9220878882949402
402,-0.7125013023107213
403,1.7834373679300617
404,-1.0301472137676717
405,-1.2724049035431975
406,1.3684464421744338
407,-0.0004846635649096727
408,-1.024488246598277
409,-0.29690675339035805
410,-1.148446575070737
411,-0.6445290223674749
412,2.311607637073588
413,1.0111230866212115
414,-0.08671654424140375
415,-1.0298777391405578
416,1.1878984420080243
417,0.8564446506577502
418,-0.6046467775545963
419,1.449288830308647
420,1.0720243523489854
421,-1.0110145152425747
422,-0.9975407838868725
423,0.42528524727527983
424,-1.4610371425230282
425,0.9049500835382782
426,-1.0083197689714343
427,1.5031837557314558
428,-0.06515857407228023
429,-0.9840670525311703
430,1.0181294269261767
431,2.4193974879192055
432,1.2606565913288164
433,-0.8681929628721313
434,-0.835856007618446
435,-0.49092848491246976
436,-1.1349728437150348
437,-0.42355982813395876
438,0.34444285914106665
439,0.3013269188028196
440,-1.4340896798116238
441,0.048020769315618245
442,-0.08402179797026331
443,0.09652620219614617
444,0.4306747398175607
445,-0.04090585763201627
